year,density,avg_clustering,avg_path_length,hub_concentration,assortativity,degree_entropy
2010,0.020040448611877183,0.1258853365618781,3.1718713856118437,0.4380733944954128,-0.37674185945698535,4.2788380916120445
2011,0.018196856906534328,0.05101826442406153,3.281718368769606,0.45681818181818185,-0.5053358640499419,4.2463889317268615
2012,0.02932160469145675,0.09062337691155072,2.927410468319559,0.37727272727272726,-0.34950740840105554,4.201809473337682
2013,0.01212455221824194,0.049716087546757146,3.8569971440228477,0.4,-0.41339673297589385,4.569669927712651
2014,0.022289766970618033,0.23147591716257096,2.1512437810945273,0.4954545454545455,-0.44478605190664855,3.863190576440693
2015,0.015497323189630883,0.1358452049565547,2.9152004353346634,0.4772727272727273,-0.5141425587018393,4.202124378349639
2016,0.014285714285714285,0.04198744735473347,3.5071638039379973,0.4022727272727273,-0.4089251164074329,4.44912530204568
