year,deepcnl_hub_avoid,deepcnl_hub_follow,pcc_hub_avoid,sp500_equal_weight
2011,-0.005289750869008589,-0.015535242399866856,-0.017516737122015624,0.01026052732908629
2012,0.15289510538898787,0.2391065951650115,0.14724638547531374,0.1651457640291186
2013,0.36097328168658793,0.6236104806110822,0.3788984225833074,0.33616631206511804
2014,0.18150468314898754,0.16923860665535112,0.08720229231171985,0.16150409894601167
2015,0.03751530071682392,-0.03428902383478375,-0.04280198529469011,-0.01921309277081466
2016,0.07010284245808998,0.24266825573978104,0.049560399641205656,0.13796171318303094
