year,deepcnl_hub_avoid,deepcnl_hub_follow,pcc_hub_avoid,sp500_equal_weight,regime_aware
2011,-0.0052897508690085,-0.0155352423998668,-0.0175167371220156,0.0102605273290862,-0.0052897508690085
2012,0.1528951053889878,0.2391065951650115,0.1472463854753137,0.1651457640291186,0.1528951053889878
2013,0.3609732816865879,0.6236104806110822,0.3788984225833074,0.336166312065118,0.6236104806110822
2014,0.1815046831489875,0.1692386066553511,0.0872022923117198,0.1615040989460116,0.1815046831489875
2015,0.0375153007168239,-0.0342890238347837,-0.0428019852946901,-0.0192130927708146,-0.0342890238347837
2016,0.0701028424580899,0.242668255739781,0.0495603996412056,0.1379617131830309,0.0701028424580899
