Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,91.88778686523438,93.66473160478553,90.90059534326151,93.66473160478553,8164300
2000-01-04,88.29439544677734,91.01904360680759,88.22529205141426,90.68339854361545,8089800
2000-01-05,88.45235443115234,89.41980205774307,86.71489746911185,88.41286677292415,12177900
2000-01-06,87.03084564208984,89.40010641274564,87.03084564208984,88.21547602741774,6227200
2000-01-07,92.08525085449219,92.08525085449219,88.49187271222856,88.64982339980058,8066500
2000-01-10,92.4011001586914,92.81572047991631,91.63109099070232,92.4011001586914,5741700
2000-01-11,91.2954330444336,92.30236796771779,90.66363073962782,92.12467356949116,7503700
2000-01-12,90.38727569580078,91.35472360080172,90.26881268702516,91.35472360080172,6907700
2000-01-13,91.61133575439453,92.0851874910552,90.52542552454719,91.2756907742599,5158300
2000-01-14,92.85516357421875,93.1710646197615,92.22336148313327,92.57875015936885,7437300
2000-01-18,92.12470245361328,92.6380419872168,91.7298258893029,91.8285450303805,6488500
2000-01-19,92.87493896484375,92.87493896484375,91.61133435307717,91.80877257366569,6157900
2000-01-20,91.453369140625,92.85518028246099,90.86105457365203,92.85518028246099,5800100
2000-01-21,91.2559585571289,91.92724860276768,91.01903265866817,91.92724860276768,6244800
2000-01-24,88.66952514648438,92.14443862361225,88.07721034924667,92.0259756641647,7896900
2000-01-25,89.6764144897461,89.6764144897461,87.82049573984823,88.77807083952958,9942500
2000-01-26,88.96566772460938,89.42964757181939,88.51155978904212,89.08413066432257,5158100
2000-01-27,88.61029052734375,89.85415155747359,87.26771036783855,89.61722564697266,10922700
2000-01-28,85.84615325927734,88.49182587582361,85.62897117881458,88.09694936589132,11916200
2000-01-31,88.17597198486328,88.2450754111837,85.29337191549695,85.80671165387726,10768700
2000-02-01,89.04469299316406,89.51854501796139,87.52441774693932,88.29442728723497,8419900
2000-02-02,89.12364959716797,89.87391514539402,88.68928533240552,89.2618564086833,6205900
2000-02-03,90.46621704101562,90.50570469576944,88.45234664857048,89.00517381512405,7997500
2000-02-04,90.09107208251953,90.97954419378698,89.79491471209704,90.46620475172134,4925400
2000-02-07,89.95283508300781,90.20950471779251,89.36052054119696,90.07129799136999,5845800
2000-02-08,91.17701721191406,91.33496786970863,90.742652902979,90.95983505744654,4936400
2000-02-09,89.26185607910156,91.2757267537462,89.25198416402978,91.2757267537462,8511500
2000-02-10,89.43954467773438,90.0713472008442,89.00518044309638,89.47903233542874,6690600
2000-02-11,87.62311553955078,89.6764738126723,87.20849511901663,89.61724232402456,9849800
2000-02-14,88.13642120361328,88.31411560120121,87.38615596935314,88.31411560120121,8528800
2000-02-15,89.13351440429688,89.22236163318587,87.06041239688716,87.97850042874003,11078300
2000-02-16,87.82057189941406,89.0446895832638,87.69223698094595,88.68930057827517,8845400
2000-02-17,87.36646270751953,88.72878721075543,87.32697504075907,88.72878721075543,7584200
2000-02-18,85.49073028564453,87.74152549408875,85.05636629805002,87.74152549408875,9409200
2000-02-22,85.27359771728516,86.14232619599794,84.36538158044905,85.41180452071673,16415400
2000-02-23,86.28056335449219,86.85313459872107,84.97747017797124,85.68824827425539,12119000
2000-02-24,84.54310607910156,86.57672119496972,84.0889978493446,86.35953899812944,17375000
2000-02-25,84.23701477050781,86.37921941192351,84.10867993023867,85.41177215450998,10559900
2000-02-28,86.00413513183594,86.35952411998403,83.85205737027255,84.26667785644531,13397800
2000-02-29,86.83333587646484,86.83333587646483,85.76716940594889,85.96460764122963,8242500
2000-03-01,87.46513366699219,87.82052247195965,86.69512458956268,86.95179428203919,6868000
2000-03-02,87.52439880371094,87.89953157548412,86.77413326016459,87.62311795417757,7600200
2000-03-03,89.16314697265625,89.53827978764306,88.27467451610852,88.72878266056625,12770300
2000-03-06,88.29439544677734,89.30133063635374,87.66259297488627,88.96568557316161,11967100
2000-03-07,86.58653259277344,88.55104290926664,85.43151898960909,88.45232379788507,20062000
2000-03-08,86.47795867919922,87.09001729085566,85.31307293443376,86.22128893882717,11808500
2000-03-09,89.00517272949219,89.00517272949219,86.00411100480656,86.71488878170578,5500900
2000-03-10,88.53131866455078,89.71594826309517,88.15618595834506,88.5708063178356,7924600
2000-03-13,87.56382751464844,88.74845652273838,85.72765255210902,86.35945468975699,10540500
2000-03-14,86.32000732421875,88.51157201154452,86.02384993403959,87.99823253523398,8263900
2000-03-15,88.3338623046875,88.72873875665303,85.96460359289436,86.47794298044954,10300800
2000-03-16,92.46036529541016,92.77626660754481,89.00519469393744,89.47904666213941,25601400
2000-03-17,93.07142639160156,93.74442266920991,92.12131399968389,92.3588420976633,10272900
2000-03-20,92.59638977050781,93.32876822743573,91.70565921478467,93.03185804219468,12502300
2000-03-21,94.49663543701172,94.85292773652287,91.52753294108551,92.18073549018928,13612600
2000-03-22,95.07062530517578,95.54568152156641,94.17989489944334,94.73412715189907,8260000
2000-03-23,96.69375610351562,97.208400455346,94.4768265879386,94.4768265879386,11654500
2000-03-24,97.2677230834961,98.6533031844006,96.09987699844801,96.83225505178325,11462900
2000-03-27,96.23846435546875,97.4063107966396,96.15928832555886,97.14898869943246,8798600
2000-03-28,95.68425750732422,96.90158928984397,95.38734731646575,95.80302158366761,6334400
2000-03-29,95.78321075439453,96.58486812896633,94.79351029196019,96.00094485613008,6747500
2000-03-30,94.17989349365234,96.22857339625702,93.19019305761144,95.1102119035308,9491900
2000-03-31,95.24878692626953,96.47601568550242,94.02155816703663,94.77373063237292,9249100
2000-04-03,95.80300903320312,95.80300903320312,94.17990020247531,95.09042466849336,8508200
2000-04-04,95.09040069580078,96.91144916874285,89.55797625898222,96.11968896311586,19585500
2000-04-05,94.49663543701172,95.52592430226615,93.50693460503632,93.66528673815237,8387200
2000-04-06,95.31805419921875,96.08012357657726,94.37783873364656,95.16959912570735,6378500
2000-04-07,95.9217529296875,96.35722106102327,95.32793275059328,96.00092895356674,6023600
2000-04-10,95.54570007324219,96.98076600556247,95.20920185462914,96.1197264461703,9624200
2000-04-11,95.26859283447266,96.04055940844823,93.98198187784669,95.01127064314745,9006400
2000-04-12,92.65574645996094,95.74361154172848,92.5765704322233,95.24876136836829,10779200
2000-04-13,91.36912536621094,93.843375944802,91.07221529678,93.40790784296998,12225800
2000-04-14,86.1435546875,90.45865002800437,84.56003346162684,90.33988593606388,29604000
2000-04-17,89.15221405029297,89.15221405029297,85.31217641135939,85.62888054652917,23918200
2000-04-18,91.50767517089844,91.50767517089844,88.53857474354936,89.03342481477421,11069200
2000-04-19,90.65656280517578,91.9233794033267,90.28047662759971,91.52749921640454,6553700
2000-04-20,91.09201049804688,91.1711865176019,90.18148627316418,90.93365845893683,8537600
2000-04-24,90.10231018066406,90.77530634633686,88.99384590779123,89.62725406371857,12893100
2000-04-25,93.84333038330078,93.84333038330078,91.4878449760844,91.60660894619616,14102000
2000-04-26,92.7844009399414,94.21946634114583,92.47759385416666,93.72461620279948,7711100
2000-04-27,92.4776382446289,93.32878089114412,90.57741280124613,90.57741280124613,15595300
2000-04-28,91.90359497070312,93.65536498037515,91.8838009592944,93.11102966663526,8743400
2000-05-01,93.15062713623047,94.05125474666364,92.37866061300204,92.83392292157266,7328300
2000-05-02,91.28995513916016,93.19017970406895,91.28995513916016,92.16089139807669,9411900
2000-05-03,89.15221405029297,91.21079092889653,88.53859978840151,91.21079092889653,12630700
2000-05-04,89.82521057128906,90.17160572003247,89.15221428230188,89.9439746222868,5963600
2000-05-05,90.91389465332031,91.2108048252776,89.27099170182335,89.35016774767863,7862400
2000-05-08,90.23100280761719,90.81492615582926,89.84501957744311,90.41904591975327,5064100
2000-05-09,89.5085220336914,90.83472083427904,88.84542263339758,90.61698670283928,5620300
2000-05-10,87.48951721191406,89.2907719780417,87.25198911088624,88.99386185175692,10293900
2000-05-11,89.48871612548828,89.62727419071244,88.12292948256443,88.75633778073201,7091100
2000-05-12,90.45865631103516,90.87433066169855,89.70648367650138,89.82524777669092,5960800
2000-05-15,92.0223617553711,92.2301988812974,89.94399049610803,90.41904678393958,4441300
2000-05-16,92.91307067871094,93.56627292251099,92.0421343536442,92.83389464915942,8192200
2000-05-17,91.94316101074219,92.5963632310553,91.50769286386677,92.27965912423683,5907200
2000-05-18,90.81489562988281,92.67553211401729,90.81489562988281,92.24006400070921,4325600
2000-05-19,89.38973236083984,90.72582778474522,88.93447021639801,90.30025664972351,6518400
2000-05-22,88.71676635742188,89.60749694333975,86.7769530814229,89.46893885219697,10839400
2000-05-23,87.41033935546875,89.19180007602858,87.13322324338166,88.95427197995393,7979200
2000-05-24,88.83551025390625,89.11262637323662,86.46022923107454,87.41034164020722,11081500
2000-05-25,87.3113784790039,89.82521775962815,87.23220243866929,89.11263339661654,8278900
2000-05-26,87.41033935546875,88.47921578780465,86.98476818333502,87.92498356363048,4814000
2000-05-30,90.26066589355469,90.53778197305245,88.34064734274881,88.6771454392818,5362700
2000-05-31,90.45865631103516,91.21082894556892,90.00339392697524,90.30030417744909,6056500
2000-06-01,92.04216003417969,92.121336085822,90.57740307879705,91.01287136282973,8961600
2000-06-02,93.64543914794922,94.43719936057191,93.41780808682019,94.33822933399408,8962200
2000-06-05,93.19017028808594,93.88296042404241,93.03181825701019,93.40790433081511,6998100
2000-06-06,92.77447509765625,93.60582307164847,92.41818310880244,92.87344509456008,4858900
2000-06-07,93.41779327392578,93.74439430984481,92.47757817052258,92.87345821406078,4919500
2000-06-08,93.05159759521484,93.5860356158638,92.51715957456587,93.4276836097456,5723100
2000-06-09,92.85368347167969,93.72461974811411,92.24006927691906,93.4277096538751,3085300
2000-06-12,91.7649917602539,93.09118987240599,91.76499176025392,93.09118987240599,3678900
2000-06-13,93.48712921142578,93.5860992825791,91.6066978595127,91.7254619448967,6558700
2000-06-14,93.64543914794922,94.29864132336294,93.2297650363223,93.90276121705159,6420500
2000-06-15,93.84333038330078,94.21941628865464,93.01198259251854,93.82353638828215,5881200
2000-06-16,93.07230377197266,94.16353734849334,92.6159697308822,94.16353734849334,5567900
2000-06-19,94.26274108886719,94.69923452266114,92.85405773435033,92.99294200873932,5106900
2000-06-20,93.92545318603516,94.52067152054741,93.33023485152289,94.08417807523841,6480000
2000-06-21,93.88578033447266,94.24291136702136,93.2608010275124,93.29056194689146,3115000
2000-06-22,92.45726776123047,93.76674837759126,92.06045545324235,93.68738591599363,7490500
2000-06-23,91.66361236572266,92.77468645500413,91.34616262592795,92.57628036763244,4863300
2000-06-26,92.84415435791016,92.85407466503248,91.98108763826723,92.29853746618187,5201300
2000-06-27,92.15963745117188,93.15166799424154,92.0703547022956,92.6854136389988,4159500
