ticker,year,degree_centrality,betweenness_centrality,eigenvector_centrality,composite_score
GE,2011,0.01935483870967742,0.005781315458734814,0.026405966186908308,-0.15124295531440599
M,2011,0.012903225806451613,0.0,0.04193008989126163,-0.15830943336860728
MNST,2011,0.0064516129032258064,0.0,0.05049230806579019,-0.1634915585424039
ETFC,2011,0.012903225806451613,0.001591956430666108,0.03476937692060714,-0.18566374299396626
AMAT,2011,0.0064516129032258064,0.0,0.04529934549767152,-0.19109522644647314
INTC,2011,0.012903225806451613,0.0,0.033019072943701044,-0.20567675968405744
CA,2011,0.012903225806451613,0.0,0.03223467597515445,-0.20984629357549145
URBN,2011,0.0064516129032258064,0.0,0.04048902218218285,-0.21666494037569475
ROST,2011,0.0064516129032258064,0.0,0.035639554748614376,-0.2424427284478933
VFC,2011,0.0064516129032258064,0.0,0.031882985167028095,-0.26241111794202426
CHK,2011,0.0064516129032258064,0.0,0.031842543875444655,-0.2626260873295054
AJG,2011,0.012903225806451613,0.0,0.022294401768771562,-0.2626847310702922
FL,2011,0.0064516129032258064,0.0,0.03155679989274333,-0.26414498562707794
AIV,2011,0.0064516129032258064,0.0,0.03147060069360746,-0.2646031853609161
KIM,2011,0.0064516129032258064,0.0,0.02957004626150564,-0.27470575642496126
TSS,2011,0.0064516129032258064,0.0,0.0293139599740471,-0.2760670065285515
XL,2011,0.0064516129032258064,0.0,0.029117626704813257,-0.2771106339938683
JWN,2011,0.0064516129032258064,0.0,0.02869286522123266,-0.2793684925432795
HCP,2011,0.0064516129032258064,0.0,0.02802134004315898,-0.28293804609996576
ALK,2011,0.0064516129032258064,0.0,0.027867986306395417,-0.2837532119260123
PLD,2011,0.0064516129032258064,0.0,0.02742232641508868,-0.28612215787476997
LNC,2011,0.0064516129032258064,0.0,0.027414020465024846,-0.286166308912676
MAT,2011,0.0064516129032258064,0.0,0.027135641084416132,-0.2876460599936563
PBI,2011,0.0064516129032258064,0.0,0.027039393166387773,-0.2881576746126454
FITB,2011,0.0064516129032258064,0.0,0.027016299887231636,-0.28828042905200063
DISCK,2011,0.0064516129032258064,0.0,0.0269487324085578,-0.28863959017014124
ADBE,2011,0.0064516129032258064,0.0,0.026111460773846882,-0.29309018418981475
STI,2011,0.0064516129032258064,0.0,0.025235253735824022,-0.29774774291001044
IR,2011,0.0064516129032258064,0.0,0.024285426490858707,-0.3027966365795364
CELG,2011,0.0064516129032258064,0.0,0.023882984155203162,-0.3049358556550165
MCHP,2011,0.0064516129032258064,0.0,0.023732111009984694,-0.30573783566962726
SPLS,2011,0.012903225806451613,0.005194805194805195,0.004561741501380124,-0.3219987746415708
AWK,2011,0.0064516129032258064,0.0,0.019593100447848153,-0.32773912520521575
MAC,2011,0.0064516129032258064,0.0,0.01954521614493075,-0.3279936586007894
ALL,2011,0.0064516129032258064,0.0,0.019431146843222915,-0.32860000441612863
BEN,2011,0.0064516129032258064,0.0,0.018981963948216062,-0.33098767721355643
DISCA,2011,0.0064516129032258064,0.0,0.018625992476647237,-0.3328798761569562
KR,2011,0.0064516129032258064,0.0,0.018194985115095187,-0.3351709352424835
LLY,2011,0.0064516129032258064,0.0,0.018155017062197087,-0.3353833890864116
KSU,2011,0.0064516129032258064,0.0,0.018048871913820357,-0.335947613339328
EFX,2011,0.0064516129032258064,0.0,0.017572486450096916,-0.33847988388094136
FAST,2011,0.0064516129032258064,0.0,0.017533575308533472,-0.33868671961591845
BAX,2011,0.0064516129032258064,0.0,0.01744550231212734,-0.33915487969067754
HAR,2011,0.0064516129032258064,0.0,0.01742398902198568,-0.3392692355537912
LUV,2011,0.0064516129032258064,0.0,0.01719752280881299,-0.34047303744103946
EL,2011,0.0064516129032258064,0.0,0.01698259101500529,-0.34161552706627146
WYN,2011,0.0064516129032258064,0.0,0.01673708427340067,-0.34292054062540434
DOW,2011,0.0064516129032258064,0.0,0.016409822070847978,-0.34466013282125013
CMA,2011,0.0064516129032258064,0.0,0.015807428306398398,-0.34786221202040224
BIIB,2011,0.0064516129032258064,0.0,0.015726709467103302,-0.3482912803998246
AAPL,2011,0.0064516129032258064,0.0,0.01146857133225111,-0.37092580345333764
AME,2011,0.0064516129032258064,0.0,0.007106472073959249,-0.39411294137528463
FLIR,2011,0.0064516129032258064,0.0,0.006598297111583815,-0.39681419190705114
GPS,2011,0.0064516129032258064,0.0,0.006060655388872458,-0.3996720757008241
AES,2011,0.0064516129032258064,0.0,0.005708085101181865,-0.4015461953399686
CSX,2011,0.0064516129032258064,0.0,0.005371154817121951,-0.4033371791080998
BMY,2011,0.0064516129032258064,0.0,0.00528067164916607,-0.40381815067036303
YUM,2011,0.0064516129032258064,0.0,0.005015493887983714,-0.4052277273347822
NUE,2011,0.0064516129032258064,0.0,0.0049490134776885185,-0.4055811100414439
RHI,2011,0.0064516129032258064,0.0,0.004941905322734392,-0.405618894089796
VRSK,2011,0.0064516129032258064,0.0,0.004821392003474079,-0.40625949367033254
AEE,2011,0.0064516129032258064,0.0,0.004816027679218769,-0.4062880082269716
EIX,2011,0.0064516129032258064,0.0,0.0046082758349255465,-0.4073923321732938
